subject_id,azimuth_deg,elevation_deg,radius_m,itd_us,ild_db
P0001,320.0,30.0,1.5,-229.16666666666666,-10.80695238277121
P0001,320.0,45.0,1.5,-208.33333333333334,-10.409966330265348
P0001,320.0,60.0,1.5,-166.66666666666666,-9.265782970467196
P0001,320.0,75.0,1.5,-104.16666666666667,-5.363667835613336
P0001,140.0,75.0,1.5,41.666666666666664,3.8860316290627708
P0001,140.0,60.0,1.5,104.16666666666667,6.373207277879357
P0001,140.0,45.0,1.5,166.66666666666666,6.8003794895560254
P0001,140.0,30.0,1.5,229.16666666666666,6.444364641348775
P0001,140.0,20.0,1.5,250.0,6.62445975288351
P0001,140.0,10.0,1.5,250.0,6.12674247199892
P0001,140.0,0.0,1.5,270.8333333333333,5.845002072660479
P0001,140.0,-10.0,1.5,270.8333333333333,6.043323313605146
P0001,140.0,-20.0,1.5,250.0,5.7409221070666
P0001,140.0,-30.0,1.5,229.16666666666666,6.393366363695369
P0001,140.0,-45.0,1.5,208.33333333333334,4.564470529716492
P0001,315.0,-45.0,1.5,-187.5,-8.289505115611002
P0001,315.0,-30.0,1.5,-229.16666666666666,-9.523477756662045
P0001,315.0,-20.0,1.5,-250.0,-11.162383085382704
P0001,315.0,-10.0,1.5,-270.8333333333333,-11.846184356934097
P0001,315.0,0.0,1.5,-291.6666666666667,-12.055087366970936
P0001,315.0,10.0,1.5,-291.6666666666667,-12.461444402457955
P0001,315.0,20.0,1.5,-291.6666666666667,-11.98391799894235
P0001,315.0,30.0,1.5,-270.8333333333333,-11.905027395886385
P0001,315.0,45.0,1.5,-229.16666666666666,-11.29884300275638
P0001,315.0,60.0,1.5,-187.5,-10.125286687413626
P0001,315.0,75.0,1.5,-104.16666666666667,-5.809250362953044
P0001,135.0,75.0,1.5,41.666666666666664,4.378389510616217
P0001,135.0,60.0,1.5,125.0,7.084202098193565
P0001,135.0,45.0,1.5,208.33333333333334,7.460802790891693
P0001,135.0,30.0,1.5,250.0,7.430750934965862
P0001,135.0,20.0,1.5,291.6666666666667,7.5789145440433545
P0001,135.0,10.0,1.5,291.6666666666667,7.239258269797743
P0001,135.0,0.0,1.5,312.5,7.495408202363053
P0001,135.0,-10.0,1.5,312.5,7.727625252058035
P0001,135.0,-20.0,1.5,270.8333333333333,7.46478379874285
P0001,135.0,-30.0,1.5,270.8333333333333,7.914121833596177
P0001,135.0,-45.0,1.5,250.0,5.544601930461038
P0001,310.0,-45.0,1.5,-208.33333333333334,-9.403297238702015
P0001,310.0,-30.0,1.5,-270.8333333333333,-10.87520126907777
P0001,310.0,-20.0,1.5,-291.6666666666667,-12.299193409856517
P0001,310.0,-10.0,1.5,-312.5,-12.878928330237544
P0001,310.0,0.0,1.5,-333.3333333333333,-13.306659737849637
P0001,310.0,10.0,1.5,-333.3333333333333,-13.648533139213619
P0001,310.0,20.0,1.5,-333.3333333333333,-13.163954769028619
P0001,310.0,30.0,1.5,-312.5,-12.954463928054098
P0001,310.0,45.0,1.5,-270.8333333333333,-12.136195571942082
P0001,310.0,60.0,1.5,-187.5,-10.85129898569155
P0001,310.0,75.0,1.5,-125.0,-6.52619362461386
